Full Name,Nurse Number,Nurse Type,Pay,1(Monday),2(Monday),3(Monday),4(Tuesday),5(Tuesday),6(Tuesday),7(Wednesday),8(Wednesday),9(Wednesday),10(Thursday),11(Thursday),12(Thursday),13(Friday),14(Friday),15(Friday),16(Saturday),17(Saturday),18(Saturday),19(Sunday),20(Sunday),21(Sunday),22(Monday),23(Monday),24(Monday),25(Tuesday),26(Tuesday),27(Tuesday),28(Wednesday),29(Wednesday),30(Wednesday),31(Thursday),32(Thursday),33(Thursday),34(Friday),35(Friday),36(Friday),37(Saturday),38(Saturday),39(Saturday),40(Sunday),41(Sunday),42(Sunday)
Peter Douglas,1,Emergency Nursing,82000,0,0,0,1,2,0,2,0,1,2,0,1,1,0,1,0,1,1,2,1,1,0,2,1,2,1,0,2,2,0,2,1,1,0,1,2,0,0,0,2,1,0
Britton Stewart,1,Gerontological Nursing,72000,2,2,1,1,1,2,1,2,1,1,0,0,0,1,2,0,2,2,0,2,2,1,0,0,1,0,0,1,2,1,2,2,2,2,1,1,0,2,2,2,1,1
Deana Rubie,1,Surgical Nurse,78000,0,0,1,2,1,0,2,1,0,0,0,2,1,0,0,2,2,1,1,2,0,1,2,0,0,1,1,0,0,2,1,2,0,2,0,2,2,2,1,1,2,2
Anastasia Barry,1,Occupational Health Nursing,73000,0,0,1,2,2,2,0,1,2,1,2,0,1,2,0,1,1,0,1,2,2,2,2,1,0,0,1,2,1,1,2,0,0,0,2,2,2,0,1,0,1,0
Dallas Cleon,1,Mental Health Nursing,72000,1,2,1,0,2,2,1,2,0,0,0,2,0,2,1,2,2,2,2,2,0,2,1,2,2,0,1,1,0,2,1,1,0,0,2,0,0,2,2,2,0,1
Orrin Reed,1,Nurse Anesthetist,160000,2,2,0,2,1,0,2,2,1,2,1,2,2,0,1,0,1,0,2,2,0,2,0,0,2,2,2,1,1,1,2,2,1,2,1,0,2,0,0,1,0,2
Van Clare,1,Occupational Health Nursing,73000,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,0,1,0,0,0,0,2,0,2,1,2,2,1,1,0,0,2,2,2,1,1,0,2,0,1,1,2
Shannon Roderick,1,Nurse Educator,70000,1,0,1,1,1,2,2,0,1,2,2,2,1,1,0,1,0,1,2,0,0,1,0,2,2,0,2,0,1,2,2,1,2,2,0,0,1,1,0,2,1,0
Paige Larry,1,Nurse Practitioner,100000,0,2,0,1,0,2,1,1,0,2,2,1,0,0,1,2,1,2,2,1,1,1,1,0,1,0,1,2,2,2,1,0,0,1,0,0,2,0,0,1,1,1
Sadie Blair,1,Mental Health Nursing,72000,0,1,2,1,2,2,0,1,2,2,0,1,1,1,0,1,1,1,0,2,2,1,1,2,0,2,1,1,2,0,1,0,1,2,0,0,2,1,0,2,2,1
Kevin Roger,1,Nurse Anesthetist,160000,2,0,1,0,2,2,2,1,0,1,2,1,0,2,1,2,0,1,0,2,2,2,1,2,0,1,2,2,1,2,1,2,2,0,1,0,0,2,1,1,2,2
Myron Ricardo,1,Nursing Management,93000,0,1,2,2,1,1,0,1,0,2,1,1,2,1,1,1,0,2,0,2,1,1,2,1,1,0,1,1,1,2,0,2,2,1,0,2,1,2,0,1,0,2
Emilee Johnnie,1,Nurse Midwife,91000,2,1,2,2,1,1,0,1,0,0,0,2,2,2,1,0,0,1,1,1,1,0,1,1,2,1,2,2,0,2,0,1,0,1,0,1,2,0,2,2,1,0
Marcel Aletha,1,Registered Nurse,75000,0,1,1,2,2,2,0,1,2,2,1,0,0,2,1,2,0,1,1,2,2,2,1,1,0,2,2,0,2,0,0,1,2,1,2,1,0,2,2,0,2,1
Kay Dominic,1,Nurse Midwife,91000,2,2,0,0,1,1,1,1,1,1,0,2,0,0,2,0,2,0,0,1,2,2,0,2,0,1,2,2,2,2,0,1,2,0,0,0,0,0,2,1,2,1
Woodrow Ronda,1,Mental Health Nursing,72000,2,0,0,1,2,2,0,2,0,1,1,1,0,0,2,0,1,0,0,0,2,0,1,2,2,1,2,2,1,1,1,2,0,2,0,1,1,1,2,1,2,1
Sherrie Chandler,1,Public Health Nurse,65000,0,0,0,2,0,0,0,2,1,2,1,1,0,0,1,2,0,1,1,1,2,2,0,2,1,2,2,1,2,1,0,2,0,1,1,0,0,2,0,2,0,2
Sharon Edythe,1,Emergency Nursing,82000,2,0,0,2,0,2,2,1,0,2,1,0,2,2,0,1,0,2,0,0,1,0,1,0,2,0,2,0,1,2,0,1,0,1,2,0,1,2,1,1,1,2
Giselle Junior,1,Dialysis Nurse,74000,1,0,0,0,2,0,1,1,0,0,2,1,0,2,1,0,1,1,1,0,0,1,0,2,1,0,2,0,1,0,0,1,0,0,0,1,2,0,1,1,1,2
Isaac Neil,1,Neonatal Nurse,88000,2,0,2,2,2,1,2,1,0,2,1,2,2,1,0,2,1,2,1,2,0,1,2,1,2,1,2,1,2,2,0,0,0,0,0,1,1,1,2,2,1,1
Conrad Young,1,Public Health Nurse,65000,0,0,1,0,0,2,2,0,0,2,1,1,0,0,0,1,2,1,1,2,1,2,0,1,1,0,0,1,0,0,2,0,1,2,0,0,2,2,0,0,1,2
Drake Warren,1,Gerontological Nursing,72000,2,2,1,1,1,2,1,1,1,2,2,0,2,1,1,1,2,1,2,2,2,2,0,0,0,0,2,1,2,1,0,0,0,0,1,1,2,1,1,0,2,1
Carolyn May,1,Nurse Practitioner,100000,1,1,2,0,1,2,2,2,0,0,0,0,1,0,0,0,2,2,1,0,1,0,0,0,1,0,2,1,2,0,0,1,1,0,0,2,2,2,2,0,1,1
Angus Kurt,1,Mental Health Nursing,72000,1,1,0,0,0,1,1,1,1,0,1,2,2,0,2,0,1,1,1,0,0,2,2,1,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0
Carroll Letha,1,Nurse Educator,70000,2,0,0,0,0,2,1,1,2,2,1,0,2,0,0,2,2,2,1,0,1,2,0,2,0,1,1,1,1,1,0,2,0,1,2,0,2,0,2,0,1,2
Truman Sydnie,1,Mental Health Nursing,72000,1,1,2,0,2,2,2,1,2,1,2,2,0,0,1,2,2,0,2,0,0,0,0,1,0,1,0,0,2,2,1,2,0,1,1,1,0,2,2,2,2,2
Carol Warren,1,Health Informatics,95000,1,2,1,0,1,1,2,0,2,1,2,2,0,2,1,0,2,1,1,0,2,2,2,1,1,2,0,1,1,1,2,0,1,1,1,2,1,0,2,1,1,1
Dalia Cletus,1,Nurse Anesthetist,160000,2,2,0,1,0,2,2,2,1,0,0,1,2,2,0,1,2,0,0,2,2,1,2,0,1,2,1,2,2,1,1,0,2,0,0,0,1,1,0,2,0,1
Danyell Lexie,1,Gerontological Nursing,72000,0,0,1,1,0,2,2,1,1,2,1,1,0,0,1,1,1,0,1,2,2,2,2,2,0,2,1,1,2,0,2,0,2,1,1,0,0,2,1,1,0,1
Zachariah June,1,Mental Health Nursing,72000,2,1,2,0,0,1,0,1,0,0,0,2,0,0,1,1,2,1,0,2,0,1,1,1,0,1,1,1,0,1,2,1,1,1,2,0,2,2,2,0,2,1
Delpha Augustine,1,Nurse Midwife,91000,2,0,2,0,0,0,1,2,1,0,2,0,1,0,1,0,1,0,2,0,0,1,1,0,2,1,1,2,0,2,0,1,1,1,2,2,2,2,2,2,0,1
Kathryn Brent,1,Occupational Health Nursing,73000,1,2,1,0,0,0,0,1,0,0,2,0,2,0,1,2,1,0,0,0,0,2,2,1,1,2,1,0,0,1,2,0,1,2,1,2,2,1,1,2,2,0
Sara Jodie,1,Health Informatics,95000,1,2,1,1,2,0,0,0,1,0,0,0,2,0,0,2,2,1,1,1,1,2,2,0,2,2,0,2,0,1,1,0,2,2,0,1,0,0,1,0,1,0
Joel Gracie,1,Cardiac Nursing,80000,1,0,1,2,0,2,0,1,0,1,0,1,0,2,1,0,1,2,1,0,0,0,0,2,2,2,1,1,2,0,2,1,0,2,1,0,0,2,2,2,0,1
Monique Antoinette,1,Nurse Anesthetist,160000,0,1,2,0,0,0,2,2,0,1,2,2,2,0,1,1,1,0,1,0,1,0,0,2,1,1,1,1,1,0,1,1,1,0,2,2,1,2,1,1,0,2
Carlton Benito,1,Health Informatics,95000,0,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,2,2,0,2,0,1,0,1,1,1,2,2,1,0,1,1,0,1,1,0,1,1,1,2,2
Alva Bulah,1,Occupational Health Nursing,73000,0,0,2,1,0,1,1,1,0,2,1,1,0,2,0,1,0,2,1,0,1,1,2,1,0,0,0,0,0,0,1,2,2,1,0,1,2,2,0,2,0,2
Winona Leopold,1,Mental Health Nursing,72000,1,2,0,2,2,2,2,1,0,2,2,1,2,1,0,1,0,0,2,1,2,2,1,1,1,2,0,0,1,1,1,1,2,0,0,2,0,2,2,0,2,2
Asia Ellen,1,Pediatric Nursing,68000,0,0,2,1,2,2,2,2,2,2,1,2,1,0,1,1,2,0,1,0,1,2,1,0,1,2,1,0,1,0,0,1,1,0,2,1,0,2,0,1,1,2
Mariano Idell,1,Health Informatics,95000,2,2,2,0,1,2,1,2,2,1,0,1,0,0,0,0,0,0,2,2,1,2,0,2,2,1,1,0,0,0,2,1,1,2,1,1,2,1,2,0,1,1
Conor Laron,1,Critical Care Nurse,85000,1,2,0,2,2,2,0,2,0,2,1,2,2,2,1,2,0,1,2,1,2,1,0,2,0,1,2,0,0,0,0,1,1,1,2,2,2,1,2,2,2,1
Jonathan Reuben,1,Emergency Nursing,82000,2,1,0,2,1,2,1,2,2,2,1,2,1,0,2,0,0,0,1,0,2,0,2,2,0,2,1,2,0,2,2,0,1,0,2,2,0,2,0,1,2,0
Claudie Joyce,1,Pediatric Nursing,68000,0,0,1,2,2,1,2,1,2,0,1,1,2,2,1,1,2,1,2,0,0,0,0,1,1,2,0,0,0,0,2,0,0,1,2,0,0,1,1,0,1,1
Isabelle Doc,1,Neonatal Nurse,88000,0,1,1,0,0,0,0,2,2,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,1,2,0,2,2,0,1,1,0,2,2,1
Ervin Osie,1,Licensed Practical Nurse,60000,0,0,0,0,0,2,2,2,0,1,1,0,1,1,0,0,0,2,2,0,2,2,2,1,2,1,1,2,0,2,2,1,1,1,0,0,0,1,2,2,0,0
Carleton Marshall,1,Mental Health Nursing,72000,0,2,0,2,2,0,0,1,1,2,0,1,1,0,2,2,2,2,0,2,2,0,2,0,2,0,2,0,1,0,1,0,1,0,1,1,0,1,1,2,0,0
Edward Zina,1,Cardiac Nursing,80000,1,2,0,0,1,0,0,2,0,0,2,1,2,0,0,0,1,0,2,2,2,2,0,0,1,0,2,0,1,1,1,1,2,0,1,0,1,2,0,0,2,2
Tiffani Ottis,1,Emergency Nursing,82000,2,2,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,2,1,1,0,0,0,0,2,2,2,0,1,1,2,2,1,1,1,2,0,0,1,2,2
Carl Eli,1,Dialysis Nurse,74000,2,2,2,1,2,0,1,0,1,2,2,2,1,2,0,0,0,1,2,1,1,2,1,1,0,0,1,0,2,1,2,1,2,1,0,0,1,1,0,0,1,0
Cathrine Garold,1,Emergency Nursing,82000,0,0,1,0,2,2,1,1,1,0,0,2,1,2,0,2,2,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,1,1,0,2,2,0,0
Hoyt Earlene,1,Nurse Midwife,91000,1,2,2,0,0,1,1,0,2,1,1,0,0,0,1,2,1,0,2,0,0,0,2,1,2,2,1,2,1,0,1,0,2,1,0,0,0,0,2,0,0,1
Dejuan Merritt,1,Mental Health Nursing,72000,2,1,0,0,0,1,1,0,1,1,1,1,1,1,2,0,1,2,0,2,1,2,2,1,0,0,1,2,0,2,0,2,1,1,1,0,2,1,1,1,0,1
Erich Allison,1,Public Health Nurse,65000,0,1,2,1,1,0,0,2,1,0,1,0,2,2,2,1,2,0,1,1,1,1,2,2,2,0,1,1,0,1,2,2,2,0,0,0,1,0,1,1,2,2
Isabelle Anton,1,Labor and Delivery Nurse,90000,2,2,1,2,2,1,0,1,1,1,0,1,2,1,2,0,0,0,2,2,0,0,2,1,0,2,1,1,2,1,0,0,2,2,0,0,2,1,2,2,2,2
Edd Ignacio,1,Cardiac Nursing,80000,1,2,2,2,2,2,1,2,2,1,0,1,1,0,2,1,0,0,0,1,2,0,2,0,2,0,0,1,2,1,0,2,1,0,1,1,2,0,1,1,1,0
Katherine Coleen,1,Public Health Nurse,65000,1,0,0,2,2,0,2,0,0,2,1,0,1,1,0,0,0,1,1,2,2,1,2,0,0,0,0,1,2,0,0,1,0,1,1,1,0,0,2,0,2,0
Damon Margarita,1,Dialysis Nurse,74000,2,0,1,2,2,0,1,2,2,1,2,1,0,2,2,2,1,0,0,1,1,1,0,0,2,2,2,0,2,0,0,2,1,2,1,0,1,0,1,1,0,2
Carrol Barton,1,Pediatric Nursing,68000,1,1,1,1,0,2,2,1,1,2,2,1,2,1,0,0,2,0,2,0,0,0,0,1,1,0,1,2,0,1,1,0,0,1,0,0,2,2,0,0,1,0
Bennie Dalton,1,Licensed Practical Nurse,60000,2,1,2,1,0,0,1,0,2,0,0,0,2,2,0,1,2,1,2,0,0,2,1,1,1,0,1,0,0,1,2,2,2,1,2,1,2,1,2,1,0,0
Alicia Austin,1,Registered Nurse,75000,2,0,2,0,2,0,0,1,0,2,2,1,1,2,2,1,2,1,0,2,2,1,1,2,0,1,2,0,2,1,2,2,1,1,1,1,0,2,0,1,1,0
Garfield Leon,1,Nurse Anesthetist,160000,2,1,0,2,0,2,1,2,2,1,1,1,1,1,0,0,0,2,1,0,0,2,2,1,2,0,1,2,1,1,1,0,1,1,0,2,1,0,2,1,1,0
Lesley Carmine,1,Public Health Nurse,65000,0,1,1,0,2,1,1,2,1,0,2,1,1,2,2,1,0,0,1,2,2,1,2,0,0,2,1,0,2,2,0,2,0,1,1,1,1,1,1,2,2,0
Octavius Madeline,1,Health Informatics,95000,1,1,0,1,0,0,2,1,1,1,2,2,1,0,0,1,2,1,2,0,1,2,1,1,1,1,2,1,1,2,1,0,2,1,1,1,2,0,1,1,2,2
Delma Cyrus,1,Health Informatics,95000,2,2,0,1,0,2,2,2,1,0,0,0,2,1,2,1,1,0,0,1,2,1,2,2,2,2,1,0,0,1,0,0,2,2,0,1,0,1,1,0,0,0
Coral Parker,1,Nursing Assistant,40000,0,2,1,2,1,0,2,1,1,1,2,0,1,1,2,1,2,2,1,2,0,0,2,0,2,0,0,1,2,0,2,2,0,2,1,0,1,2,0,1,2,2
Allie Bryan,1,Licensed Practical Nurse,60000,2,0,0,2,1,2,2,2,0,2,0,2,2,0,1,0,0,0,0,1,1,1,2,0,0,1,0,2,1,1,0,1,1,2,1,2,1,2,0,2,2,0
Alberto Mollie,1,Labor and Delivery Nurse,90000,1,1,2,1,0,1,2,1,1,0,2,2,1,2,1,2,2,2,1,0,2,1,1,1,1,1,1,1,1,2,0,1,2,2,1,0,2,2,2,2,2,2
Beth Gene,1,Health Informatics,95000,0,1,1,1,1,0,2,1,2,0,0,0,1,2,0,1,0,1,2,1,2,2,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0
Kole Maritza,1,Nursing Management,93000,2,1,1,1,1,1,0,0,0,2,2,0,1,1,2,2,0,1,0,1,1,0,2,0,2,1,1,2,1,1,1,1,1,0,2,0,2,0,1,0,0,1
Adolfo Hosea,1,Critical Care Nurse,85000,2,0,0,1,0,2,1,2,0,1,1,1,0,2,0,0,0,2,0,2,2,2,0,1,2,2,2,2,0,2,0,0,1,2,0,0,2,2,1,2,0,2
Tatianna Gertie,1,Emergency Nursing,82000,1,2,2,0,1,0,2,1,2,0,2,0,0,1,1,0,1,0,0,0,2,2,2,0,0,2,1,2,1,2,2,2,2,0,2,0,1,2,2,2,0,1
Rolando Aldo,1,Occupational Health Nursing,73000,1,0,2,0,0,1,0,2,0,1,2,0,2,1,1,0,0,0,0,2,0,0,2,0,1,2,0,2,2,1,2,2,0,0,1,2,0,1,2,2,1,2
Taliyah Herbert,1,Licensed Practical Nurse,60000,1,0,2,2,2,0,0,1,0,2,1,2,2,2,2,1,1,0,2,1,0,0,2,1,2,1,0,2,1,2,2,2,0,1,2,1,2,0,0,0,0,0
Ettie Jeanine,1,Mental Health Nursing,72000,0,1,1,1,2,2,2,2,1,2,0,0,0,0,0,0,1,2,0,1,1,2,1,1,0,1,0,2,0,1,1,2,1,1,2,1,2,2,1,0,0,0
Elijah Leatha,1,Occupational Health Nursing,73000,1,0,1,2,2,1,1,1,1,0,2,1,2,1,1,0,1,0,1,0,2,0,1,1,2,0,0,1,2,1,0,0,0,2,0,1,0,2,1,2,0,2
Jamari Hugo,1,Neonatal Nurse,88000,1,1,1,1,2,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,2,0,1,2,0,2,0,0,1,0,2,1,2,1,0,1,2,1,1,1,2,0
Adelina Fern,1,Registered Nurse,75000,1,0,2,1,1,0,1,2,1,2,0,1,1,1,1,2,1,2,0,1,2,1,0,2,1,0,1,1,0,2,1,0,2,2,1,2,1,2,2,1,1,1
Aron Reynold,1,Labor and Delivery Nurse,90000,2,1,0,2,2,2,1,2,0,1,1,2,1,2,1,0,1,1,2,0,0,0,1,1,0,1,1,1,2,1,1,2,0,2,2,2,0,2,2,2,2,0
Rachel Ella,1,Nursing Management,93000,2,2,0,2,0,0,0,2,2,2,2,1,0,0,1,0,1,0,0,2,1,1,1,2,0,1,2,2,0,1,1,1,1,0,0,0,0,2,2,1,2,0
Anita Gracie,1,Occupational Health Nursing,73000,1,1,2,2,1,1,1,0,1,0,0,2,0,2,0,1,1,0,2,0,1,1,2,2,2,0,0,2,0,0,2,0,0,1,0,1,2,1,2,0,2,2
Angelo Ardis,1,Nurse Midwife,91000,1,0,2,1,1,1,1,2,2,1,2,2,0,2,0,0,2,1,1,2,0,1,0,2,0,1,0,2,0,1,2,0,2,1,1,1,2,0,0,2,2,0
Enrique Ursula,1,Nurse Midwife,91000,1,1,2,1,1,1,0,1,2,0,2,2,2,2,0,0,2,2,1,2,1,2,1,1,0,0,2,2,0,2,2,0,0,0,0,1,1,0,2,0,2,0
Yvonne Marvin,1,Nursing Assistant,40000,2,2,0,1,2,0,2,0,0,2,1,1,0,0,2,2,1,1,1,1,0,0,1,0,2,0,2,2,0,1,2,2,0,1,0,1,0,1,2,1,2,0
Ora Felisha,1,Mental Health Nursing,72000,2,2,0,0,1,2,0,1,2,2,2,2,2,0,0,0,0,0,2,2,0,1,1,2,2,0,2,2,1,2,0,1,1,1,2,2,2,1,0,0,0,2
Mollie Claribel,1,Nurse Anesthetist,160000,1,2,0,0,1,0,2,2,1,1,2,1,1,1,0,0,0,1,2,1,0,0,1,0,2,2,0,0,0,0,1,2,1,0,2,2,0,1,1,1,0,2
Damian Luella,1,Cardiac Nursing,80000,0,0,0,1,1,1,1,0,2,0,1,2,0,1,1,1,1,2,1,1,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,1,1,1,2,1
Sidney Otis,1,Surgical Nurse,78000,2,0,0,1,2,0,2,1,0,2,2,0,2,1,0,0,2,2,0,1,0,0,1,0,0,1,1,2,1,0,1,1,2,0,2,1,2,0,2,2,1,0
Carson Gaylon,1,Occupational Health Nursing,73000,0,2,0,0,0,0,1,2,0,2,1,0,2,0,2,0,0,1,0,2,0,1,2,0,2,1,0,0,0,2,1,2,1,1,1,0,1,2,1,0,2,2
Franklin Kayli,1,Clinical Nurse Specialist,97000,2,2,0,1,1,1,1,2,2,1,0,1,2,2,0,2,2,1,1,1,1,0,1,1,1,1,2,1,1,2,0,2,1,0,0,1,1,1,0,2,1,1
Kelvin Norman,1,Nurse Educator,70000,0,1,1,0,0,2,1,2,0,0,2,1,2,2,1,1,2,1,2,2,0,2,1,2,1,0,1,0,0,1,2,0,0,1,2,2,2,1,0,0,2,2
Willis Timothy,1,Clinical Nurse Specialist,97000,0,1,1,2,0,0,1,0,1,2,2,2,1,1,2,0,1,0,0,1,1,2,0,2,0,0,0,0,0,0,1,1,1,2,2,0,1,2,2,2,0,2
Clay Ernesto,1,Licensed Practical Nurse,60000,1,1,1,1,2,2,0,0,0,0,2,2,0,2,1,0,2,0,0,1,0,0,2,2,0,0,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2
Williams Houston,1,Nurse Anesthetist,160000,0,1,1,2,1,2,2,0,2,0,0,2,0,0,0,1,1,0,0,1,1,1,1,2,2,0,1,2,1,1,2,1,1,0,1,1,1,2,2,0,0,2
Hildur Theda,1,Public Health Nurse,65000,0,0,0,0,1,0,2,1,1,2,2,2,0,1,2,1,2,0,2,1,2,1,2,0,2,0,1,0,0,1,1,1,2,0,0,0,1,1,2,1,0,0
Renae Celestine,1,Mental Health Nursing,72000,0,1,2,0,1,0,2,1,2,0,2,0,2,1,2,0,1,1,1,1,2,1,0,0,2,2,1,1,0,1,0,1,0,1,1,2,2,0,1,2,2,1
Beverly Moe,1,Cardiac Nursing,80000,0,2,2,0,1,2,0,2,2,2,2,2,0,2,2,1,2,2,1,1,0,2,2,1,2,1,0,1,1,0,2,2,1,0,0,1,2,1,2,0,1,2
Malissa Dylan,1,Registered Nurse,75000,0,0,2,2,1,0,1,2,0,0,2,1,2,1,0,0,2,1,0,1,0,0,2,0,1,0,1,2,0,0,1,1,2,0,1,2,0,0,2,1,0,0
Diane Stephanie,1,Surgical Nurse,78000,1,0,2,2,0,2,2,2,1,2,2,0,2,2,1,0,2,0,2,2,1,1,2,1,2,0,2,1,2,1,2,0,2,0,0,0,2,2,1,2,0,2
Ulysses Mintie,1,Gerontological Nursing,72000,0,1,2,0,0,0,0,2,2,1,1,0,0,2,0,1,2,0,2,1,1,2,1,2,0,1,2,1,2,1,2,1,0,2,0,0,0,2,0,1,1,0
Long Ramon,1,Licensed Practical Nurse,60000,1,1,1,2,1,2,0,1,0,0,1,1,1,2,1,1,2,1,0,2,1,2,2,0,0,1,0,2,1,0,2,1,2,0,2,0,2,1,2,2,0,2
Allie Parker,1,Surgical Nurse,78000,0,0,0,1,2,0,2,2,1,2,2,1,0,2,1,0,2,2,2,2,2,2,2,2,1,0,1,1,0,2,2,2,1,0,2,2,2,0,1,1,0,0
Richard Delia,1,Nurse Practitioner,100000,0,1,0,0,0,0,1,2,2,0,0,1,2,2,2,1,0,1,2,1,1,0,0,2,0,1,0,1,1,1,2,2,2,0,1,1,2,0,1,0,0,1
Silvia Clara,1,Critical Care Nurse,85000,0,2,2,2,1,2,2,1,1,2,2,1,1,1,0,0,0,0,2,0,2,1,2,2,0,2,2,1,0,0,2,1,2,2,0,0,1,1,0,0,1,1
Alexis Vernie,1,Nurse Educator,70000,1,1,1,1,0,2,2,1,0,0,2,1,1,2,1,0,1,1,0,2,2,0,0,1,0,2,1,2,0,2,2,2,2,0,2,0,1,0,0,1,1,0
Kendrick Krista,1,Nurse Practitioner,100000,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2,0,1,1,1,1,1,1,2,1,1
Jessie Vernie,1,Licensed Practical Nurse,60000,2,0,0,1,0,0,1,0,0,1,2,1,0,2,2,0,2,2,2,1,2,2,0,0,2,1,1,1,0,2,0,1,1,2,0,1,0,2,2,0,2,1
Stacey Evelina,1,Nurse Educator,70000,1,1,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,2,2,2,1,0,2,1,2,0,1,0,1,1,2,0,0,1,0,2,2,1,2,1,1
Earl Raleigh,1,Nurse Anesthetist,160000,0,2,2,0,1,2,2,0,2,0,2,0,0,1,1,2,2,0,2,2,2,2,1,0,2,0,1,1,0,0,2,1,1,1,2,1,2,1,2,2,0,1
Eddie Dalton,1,Cardiac Nursing,80000,2,0,1,1,2,2,2,2,0,2,1,2,1,0,0,2,2,2,1,1,0,1,0,2,1,0,2,2,0,0,1,2,2,0,2,2,0,0,1,2,1,2
Ned Annabelle,1,Neonatal Nurse,88000,2,1,1,0,1,0,0,0,1,0,2,2,2,1,1,0,1,1,2,1,0,2,1,2,1,1,1,0,1,0,0,1,2,2,0,2,0,0,0,0,1,1
Nora Nathan,1,Nursing Management,93000,2,0,0,1,1,0,2,0,1,2,1,1,0,2,2,0,2,1,0,1,0,1,2,0,0,1,0,1,1,0,2,2,0,0,0,0,0,2,2,2,0,0
Reynaldo Alana,1,Gerontological Nursing,72000,1,1,1,2,1,2,1,0,2,1,0,0,2,0,1,1,0,2,0,2,2,2,2,1,0,1,0,2,2,1,0,0,2,0,1,1,1,0,2,1,1,0
Marlys Guido,1,Mental Health Nursing,72000,1,1,2,2,1,2,1,2,0,2,2,1,0,1,2,0,0,2,2,1,1,2,1,2,1,1,2,0,0,0,2,0,2,2,1,2,1,1,2,2,2,1
Liddie Urban,1,Nurse Anesthetist,160000,0,2,1,0,0,0,2,1,2,2,2,1,0,0,1,0,0,1,2,2,0,2,0,2,1,2,2,0,1,1,2,0,1,2,1,2,1,2,0,2,1,0
